Color,Direction,Eccentricity (degrees),Reaction Time (s),Correctness,1/2/3 Colors
"[255, 255, 0]",2,20,0.431774526994559,1,2
"[0, 0, 255]",0,0,0.49506605899659917,1,2
"[0, 0, 255]",2,35,0.5699905770015903,1,2
"[255, 255, 0]",2,25,0.5748514429869829,1,2
"[255, 255, 0]",0,25,0.4867491909972159,1,2
"[0, 0, 255]",2,40,0.5005839020013809,1,2
"[0, 0, 255]",2,40,0.47877049499948043,1,2
"[0, 0, 255]",0,10,0.4402078370039817,1,2
"[0, 0, 255]",2,15,0.44863881400669925,1,2
"[255, 255, 0]",0,20,0.4728035050065955,1,2
"[255, 255, 0]",0,30,0.4615547930006869,1,2
"[255, 255, 0]",0,25,0.4547100010095164,1,2
"[0, 0, 255]",0,5,0.555238291999558,1,2
"[255, 255, 0]",2,10,0.5227649050066248,1,2
"[0, 0, 255]",2,0,0.5450463140005013,1,2
"[255, 255, 0]",2,5,0.4157968959916616,1,2
"[0, 0, 255]",0,15,0.5126318869879469,1,2
"[255, 255, 0]",2,10,0.48944483799277805,1,2
"[255, 255, 0]",0,35,0.44031681699561886,1,2
"[0, 0, 255]",0,20,0.555386196996551,1,2
"[0, 0, 255]",0,35,0.5329874329909217,1,2
"[0, 0, 255]",2,30,0.6930734199995641,1,2
"[255, 255, 0]",2,30,0.47913094599789474,1,2
"[0, 0, 255]",2,20,0.5336356400075601,1,2
"[0, 0, 255]",0,25,0.49519130399858113,1,2
"[255, 255, 0]",0,5,0.49996490600460675,1,2
"[0, 0, 255]",2,30,0.46952922899799887,1,2
"[0, 0, 255]",0,30,0.5063633620011387,1,2
"[0, 0, 255]",0,20,0.4992287669883808,1,2
"[0, 0, 255]",0,40,0.45512815300025977,1,2
"[0, 0, 255]",0,0,0.4049734339932911,1,2
"[0, 0, 255]",0,20,0.43528044600680005,1,2
"[255, 255, 0]",2,35,0.5044662650034297,1,2
"[0, 0, 255]",0,40,0.5243418689933605,1,2
"[0, 0, 255]",2,20,0.44990773499011993,1,2
"[0, 0, 255]",2,40,0.7710597429977497,1,2
"[255, 255, 0]",2,5,0.48735529399709776,1,2
