Color,Direction,Eccentricity (degrees),Reaction Time (s),Correctness,1/2/3 Colors
"[255, 0, 0]",2,30,0.5154880830086768,1,3
"[255, 255, 0]",0,20,0.4511796599981608,1,3
"[255, 0, 0]",0,20,0.35966595000354573,0,3
"[255, 0, 0]",2,0,0.521632578005665,1,3
"[0, 0, 255]",0,25,0.5434364829998231,1,3
"[0, 0, 255]",0,5,0.5624307969992515,1,3
"[0, 0, 255]",2,15,0.8083511920121964,1,3
"[0, 0, 255]",0,35,0.4818131829961203,1,3
"[0, 0, 255]",0,10,0.42543264900450595,1,3
"[255, 0, 0]",2,30,0.504457082002773,1,3
"[255, 0, 0]",0,30,0.5275156489951769,1,3
"[255, 255, 0]",2,30,0.48989949699898716,1,3
"[0, 0, 255]",2,10,0.5840874179993989,1,3
"[255, 0, 0]",0,5,0.545703361989581,1,3
"[255, 255, 0]",0,30,0.44504154499736615,1,3
"[255, 255, 0]",2,10,0.5216083160048584,1,3
"[255, 255, 0]",0,5,0.45255828500376083,1,3
"[0, 0, 255]",0,5,0.43061727099120617,1,3
"[0, 0, 255]",0,40,0.4782422209973447,1,3
"[255, 0, 0]",0,40,0.526732236990938,1,3
"[0, 0, 255]",2,35,0.42751544000930153,1,3
"[255, 0, 0]",0,20,0.4410793020069832,1,3
"[0, 0, 255]",0,30,0.4788149839878315,1,3
"[255, 255, 0]",0,0,0.500012873992091,1,3
"[0, 0, 255]",0,15,0.4698701629968127,1,3
"[255, 0, 0]",0,25,0.5309579580061836,1,3
"[255, 255, 0]",2,15,0.6534522889996879,1,3
"[255, 255, 0]",2,5,0.5389138869941235,1,3
"[255, 0, 0]",2,10,0.5010008360113716,1,3
"[255, 0, 0]",0,5,0.3792819059890462,0,3
"[255, 255, 0]",2,10,0.46133667998947203,1,3
"[255, 255, 0]",0,35,0.5234743870096281,1,3
"[255, 255, 0]",2,0,0.43273228700854816,1,3
"[0, 0, 255]",0,40,0.4605372150108451,1,3
"[255, 255, 0]",2,25,0.4527353680023225,1,3
"[255, 0, 0]",0,35,0.5176039099897025,1,3
"[255, 0, 0]",0,40,0.5120603910036152,1,3
"[255, 255, 0]",2,0,0.4574454190005781,1,3
"[255, 0, 0]",0,15,0.6019061760016484,1,3
"[0, 0, 255]",0,25,0.46382493899727706,1,3
"[255, 0, 0]",2,5,0.5172489570104517,1,3
"[255, 0, 0]",2,0,0.5521212909952737,1,3
