Color,Direction,Eccentricity (degrees),Reaction Time (s),Correctness,Name,Trial,Circle Size (degrees),Experiment Name
"[255, 0, 0]",2,10,0.32911586901172996,1,Mingda,1,4,GR
"[0, 255, 0]",0,20,0.4557780650211498,1,Mingda,1,4,GR
"[255, 0, 0]",2,10,0.34333615796640515,1,Mingda,1,4,GR
"[255, 0, 0]",0,10,0.32505038200179115,1,Mingda,1,4,GR
"[255, 0, 0]",2,0,0.35307013196870685,1,Mingda,1,4,GR
"[0, 255, 0]",2,0,0.35721793601987883,1,Mingda,1,4,GR
"[0, 255, 0]",0,20,0.3872072710073553,1,Mingda,1,4,GR
"[255, 0, 0]",0,20,0.38055882800836116,1,Mingda,1,4,GR
"[255, 0, 0]",0,10,0.48017326701665297,1,Mingda,1,4,GR
"[255, 0, 0]",2,0,0.30777325900271535,1,Mingda,1,4,GR
"[255, 0, 0]",2,0,0.3192730189766735,1,Mingda,1,4,GR
"[255, 0, 0]",2,0,0.3511370099731721,1,Mingda,1,4,GR
"[0, 255, 0]",2,10,0.39817962603410706,1,Mingda,1,4,GR
"[0, 255, 0]",2,20,0.3988142349990085,0,Mingda,1,4,GR
"[0, 255, 0]",2,20,0.3412532910006121,1,Mingda,1,4,GR
"[0, 255, 0]",0,0,0.48425871098879725,1,Mingda,1,4,GR
"[0, 255, 0]",0,20,0.3155931680230424,1,Mingda,1,4,GR
"[255, 0, 0]",2,10,0.36273159401025623,1,Mingda,1,4,GR
"[0, 255, 0]",0,10,0.3403757810010575,1,Mingda,1,4,GR
"[255, 0, 0]",0,10,0.3643672810285352,1,Mingda,1,4,GR
"[0, 255, 0]",2,20,0.5064966110512614,1,Mingda,1,4,GR
"[255, 0, 0]",2,20,0.3885662079555914,1,Mingda,1,4,GR
"[255, 0, 0]",2,0,0.3873170659644529,1,Mingda,1,4,GR
"[0, 255, 0]",0,10,0.33108829701086506,1,Mingda,1,4,GR
"[0, 255, 0]",2,20,0.2924342770129442,1,Mingda,1,4,GR
"[0, 255, 0]",0,10,0.2985344090266153,1,Mingda,1,4,GR
"[0, 255, 0]",2,10,0.3336739370133728,1,Mingda,1,4,GR
"[0, 255, 0]",2,0,0.30211710603907704,1,Mingda,1,4,GR
"[0, 255, 0]",2,0,0.25713596399873495,1,Mingda,1,4,GR
"[255, 0, 0]",2,10,0.3470036170328967,1,Mingda,1,4,GR
"[0, 255, 0]",2,0,0.38748382800258696,1,Mingda,1,4,GR
"[0, 255, 0]",2,20,0.327233902993612,1,Mingda,1,4,GR
"[255, 0, 0]",2,20,0.37846536800498143,1,Mingda,1,4,GR
"[0, 255, 0]",2,10,0.46621708798920736,1,Mingda,1,4,GR
"[255, 0, 0]",2,0,0.40868355898419395,1,Mingda,1,4,GR
"[0, 255, 0]",0,10,0.33897908503422514,1,Mingda,1,4,GR
"[0, 255, 0]",0,20,0.37941519502783194,1,Mingda,1,4,GR
"[255, 0, 0]",2,20,0.3681880650110543,1,Mingda,1,4,GR
"[0, 255, 0]",2,10,0.36650527396705,1,Mingda,1,4,GR
"[0, 255, 0]",2,0,0.3605150069925003,1,Mingda,1,4,GR
"[255, 0, 0]",0,0,0.34665273898281157,1,Mingda,1,4,GR
"[0, 255, 0]",0,10,0.397127635020297,1,Mingda,1,4,GR
"[0, 255, 0]",0,20,0.35970312502468005,1,Mingda,1,4,GR
"[255, 0, 0]",0,10,0.3383817790308967,1,Mingda,1,4,GR
"[255, 0, 0]",2,10,0.34751261898782104,1,Mingda,1,4,GR
