Color,Direction,Eccentricity (degrees),Reaction Time (s)
"[255, 0, 0]",0,25,0.4950246630469337,0
"[0, 255, 0]",0,20,0.5728017780929804,0
"[0, 255, 0]",0,15,0.5262169209308922,0
"[0, 255, 0]",2,10,0.4942989218980074,0
"[255, 0, 0]",0,35,0.5004542410606518,0
"[0, 255, 0]",0,35,0.6100060060853139,0
"[0, 255, 0]",0,35,0.5301892679417506,0
"[255, 0, 0]",0,5,0.45922831003554165,0
"[0, 255, 0]",2,40,0.5850261920131743,0
"[255, 0, 0]",2,5,0.47883448703214526,0
"[0, 255, 0]",2,30,0.5622991609852761,0
"[255, 0, 0]",0,35,0.5653703230200335,0
"[0, 255, 0]",0,20,0.5665756819071248,0
"[0, 255, 0]",2,10,0.5612416679505259,1
"[0, 255, 0]",0,20,0.537076091975905,0
"[0, 255, 0]",2,25,0.45459631900303066,0
"[0, 255, 0]",0,40,0.5117837160360068,0
"[0, 255, 0]",2,10,0.5114165210397914,0
"[0, 255, 0]",2,35,0.7000604730565101,0
"[0, 255, 0]",2,25,0.49248757993336767,0
"[255, 0, 0]",2,35,0.5029314269777387,0
"[0, 255, 0]",2,10,0.5279153400333598,0
"[0, 255, 0]",2,20,0.4659128920175135,0
"[0, 255, 0]",0,20,0.45776329503860325,0
"[0, 255, 0]",0,10,0.4596996799809858,0
"[0, 255, 0]",2,20,0.47361837700009346,0
"[0, 255, 0]",2,35,0.4959524900186807,0
"[0, 255, 0]",0,10,0.47695955901872367,0
"[0, 255, 0]",2,20,0.49740909005049616,0
"[0, 255, 0]",0,30,0.48997889598831534,0
"[255, 0, 0]",2,30,0.5975500990170985,0
"[0, 255, 0]",2,35,0.4958808810915798,0
"[0, 255, 0]",0,10,0.414808131987229,0
"[0, 255, 0]",2,40,0.6711040979716927,0
"[0, 255, 0]",2,15,0.4319111380027607,0
"[0, 255, 0]",0,35,0.5265928950393572,0
"[0, 255, 0]",0,20,0.4592442150460556,0
"[255, 0, 0]",2,5,0.6353190209483728,0
"[0, 255, 0]",2,25,0.553169496008195,0
"[255, 0, 0]",2,10,0.5534714410314336,0
"[0, 255, 0]",0,5,0.5240761189488694,0
"[255, 0, 0]",2,15,0.5335778499720618,0
"[255, 0, 0]",2,30,0.479643385973759,0
"[0, 255, 0]",0,30,0.5867812039796263,0
"[0, 255, 0]",0,10,0.6469802400097251,0
"[255, 0, 0]",0,40,0.550140914041549,0
"[255, 0, 0]",2,10,0.42666115798056126,0
"[255, 0, 0]",0,5,0.44180438097100705,0
"[0, 255, 0]",0,40,0.5709442560328171,0
"[255, 0, 0]",0,5,0.5248825589660555,0
"[0, 255, 0]",0,10,0.5126068070530891,0
"[255, 0, 0]",2,5,0.7222889029653743,0
"[0, 255, 0]",0,15,0.7807668140158057,0
"[0, 255, 0]",2,15,0.5475146640092134,0
"[0, 255, 0]",0,35,1.0246952400775626,0
"[0, 255, 0]",2,25,0.4802026469260454,0
"[255, 0, 0]",0,25,0.6217594289919361,0
"[255, 0, 0]",2,35,0.5089785020099953,0
"[0, 255, 0]",0,30,0.6361271359492093,0
"[0, 255, 0]",0,15,0.590471985982731,0
"[255, 0, 0]",2,20,0.5721929869614542,0
"[0, 255, 0]",2,25,0.5741489599458873,0
"[0, 255, 0]",2,35,0.4821561420103535,0
"[0, 255, 0]",2,30,0.4448086320189759,0
"[255, 0, 0]",0,10,0.4602678340161219,0
"[0, 255, 0]",2,5,0.4994778080144897,0
"[0, 255, 0]",2,40,0.48371800407767296,0
"[0, 255, 0]",0,15,0.5972815670538694,0
"[0, 255, 0]",2,15,0.461051075020805,0
"[255, 0, 0]",2,15,0.4612374879652634,0
"[255, 0, 0]",0,5,0.48572362295817584,0
"[255, 0, 0]",0,40,0.46853644005022943,0
"[255, 0, 0]",0,40,0.49269093200564384,0
"[255, 0, 0]",0,40,0.4514921329682693,0
