Color,Direction,Eccentricity (degrees),Reaction Time (s)
"[255, 255, 0]",0,10,0.5549967780243605,0
"[255, 255, 0]",0,5,0.5005011769244447,0
"[0, 0, 255]",2,20,0.7206635639304295,0
"[0, 0, 255]",2,25,0.8045766530558467,0
"[255, 255, 0]",2,30,0.6261799349449575,0
"[0, 0, 255]",2,35,0.4800433460623026,1
"[255, 255, 0]",0,40,0.7108633649768308,0
"[255, 255, 0]",2,25,0.6931082189548761,0
"[0, 0, 255]",0,25,0.5879835229134187,0
"[0, 0, 255]",2,15,0.6035372270271182,0
"[255, 255, 0]",0,20,0.5640908660134301,0
"[0, 0, 255]",0,35,0.5489159160060808,0
"[255, 255, 0]",0,30,0.7484871230553836,0
"[255, 255, 0]",2,30,0.6203046530717984,0
"[255, 255, 0]",0,20,0.5782964709214866,0
"[255, 255, 0]",0,30,0.5228188580367714,0
"[0, 0, 255]",2,40,0.507768805953674,0
"[255, 255, 0]",2,15,0.5876825388986617,0
"[0, 0, 255]",2,25,0.7042664110194892,0
"[255, 255, 0]",2,35,0.5975426509976387,0
"[0, 0, 255]",0,35,0.6451599400024861,0
"[0, 0, 255]",0,40,0.5052513140253723,0
"[255, 255, 0]",0,30,0.5235999850556254,0
"[0, 0, 255]",0,15,0.5675275349058211,0
"[0, 0, 255]",2,5,0.46603958192281425,0
"[255, 255, 0]",0,35,0.5336971411015838,0
"[0, 0, 255]",0,5,0.550953326979652,0
"[255, 255, 0]",2,10,0.5005228790687397,1
"[255, 255, 0]",0,10,0.5388163019670174,0
"[255, 255, 0]",2,10,0.50685855303891,0
"[0, 0, 255]",0,15,0.6051664779661223,0
"[0, 0, 255]",2,40,0.5766078809974715,0
"[255, 255, 0]",2,20,0.5875800530193374,0
"[255, 255, 0]",0,20,0.49643847602419555,0
"[255, 255, 0]",0,10,0.5911075019976124,0
"[0, 0, 255]",0,5,0.6924289349699393,0
"[255, 255, 0]",2,10,0.6584171879803762,0
"[0, 0, 255]",2,15,0.8224009280093014,0
"[255, 255, 0]",2,25,0.6583116620313376,0
"[255, 255, 0]",2,5,0.5856851040152833,0
"[0, 0, 255]",0,15,0.70915214298293,0
"[255, 255, 0]",2,5,0.6165893209399655,0
"[255, 255, 0]",0,40,0.5805757470661774,0
